Event.Date,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Amateur.Built,Weather.Condition,Location,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk_Score,Make_Model
2014-08-01,Destroyed,airplane,SCHWEIZER AIRCRAFT CORP,G 164B,1,Turbo Prop,No,VMC,"Tulelake, CA",Aerial Application,1,0,0,0,3,SCHWEIZER AIRCRAFT CORP G 164B
2014-08-01,Substantial,airplane,RANS,S-16,1,Reciprocating,Yes,VMC,"Fort Bridger, WY",Personal,0,0,0,2,0,RANS S-16
2014-08-01,Destroyed,airplane,LARRY KETTERLING,FEW P-51 MUSTANG,1,Reciprocating,Yes,VMC,"Lisbon, ND",Personal,1,0,0,0,3,LARRY KETTERLING FEW P-51 MUSTANG
2014-08-01,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Apalachicola, FL",Personal,0,1,0,0,2,CESSNA 172
2014-08-01,Substantial,airplane,DEHAVILLAND,BEAVER DHC 2,1,Reciprocating,No,VMC,"Illiamna, AK",Business,0,0,0,7,0,DEHAVILLAND BEAVER DHC 2
2014-08-01,Substantial,airplane,AVIAT AIRCRAFT INC,HUSKY,1,Reciprocating,No,VMC,"Steamboat Springs, CO",Instructional,0,0,0,2,0,AVIAT AIRCRAFT INC HUSKY
2014-08-02,Destroyed,airplane,CESSNA,182F,1,Reciprocating,No,VMC,"Gansevoort, NY",Banner Tow,2,0,0,0,6,CESSNA 182F
2014-08-02,Substantial,airplane,PIPER,PA-46-350P,1,Reciprocating,No,IMC,"Statesville, NC",Business,0,2,0,2,4,PIPER PA-46-350P
2014-08-02,Substantial,airplane,STEVEN R MCNEESE,AIRBORNE EDGE X,1,Reciprocating,Yes,VMC,"Palmer, AK",Personal,0,0,0,1,0,STEVEN R MCNEESE AIRBORNE EDGE X
2014-08-02,Substantial,airplane,PIPER,PA 28-140,1,Reciprocating,No,VMC,"Beach, ND",Instructional,0,0,0,1,0,PIPER PA 28-140
2014-08-02,Substantial,airplane,HANSON LONN,AVID AMPHIBIAN,1,Reciprocating,Yes,VMC,"Waterville, MN",Personal,0,2,0,0,4,HANSON LONN AVID AMPHIBIAN
2014-08-03,Substantial,airplane,PIPER,PA20 - UNDESIGNAT,1,Reciprocating,No,VMC,"Dayton, OR",Personal,0,0,0,1,0,PIPER PA20 - UNDESIGNAT
2014-08-03,Destroyed,airplane,EMBRAER,EMB 720C,1,Reciprocating,No,VMC,"Balsas, Brazil",Personal,5,0,0,0,15,EMBRAER EMB 720C
2014-08-03,Substantial,airplane,GREAT LAKES,2T 1A 2,1,Reciprocating,No,VMC,"Frankfort, MI",Personal,0,2,0,0,4,GREAT LAKES 2T 1A 2
2014-08-04,Substantial,airplane,COTE JAMES,RANS S 6S,1,Reciprocating,Yes,VMC,"New Berlin, PA",Personal,0,0,0,2,0,COTE JAMES RANS S 6S
2014-08-05,Substantial,airplane,DAVID L THOMPSON,CHALLENGER II,1,Reciprocating,Yes,VMC,"Winterhaven, CA",Personal,0,0,2,0,2,DAVID L THOMPSON CHALLENGER II
2014-08-05,Substantial,airplane,CHRISTEN INDUSTRIES INC,PITTS S 2B,1,Reciprocating,No,VMC,"Oceanside, CA",Personal,0,0,0,2,0,CHRISTEN INDUSTRIES INC PITTS S 2B
2014-08-05,Substantial,airplane,CESSNA,177RG,1,Reciprocating,No,VMC,"Manistee, MI",Instructional,0,4,0,0,8,CESSNA 177RG
2014-08-05,Destroyed,airplane,DAVID FITZGERALD,ZENITH,1,Reciprocating,Yes,VMC,"WARREN, ID",Personal,2,0,0,0,6,DAVID FITZGERALD ZENITH
2014-08-05,Substantial,airplane,TAYLORCRAFT,BC12 - D,1,Reciprocating,No,VMC,"Burnet, TX",Instructional,0,0,0,2,0,TAYLORCRAFT BC12 - D
2014-08-06,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"Valkaria, FL",Instructional,0,1,0,0,2,CESSNA 172N
2014-08-06,Substantial,airplane,RAYTHEON AIRCRAFT COMPANY,B36TC,1,Reciprocating,No,VMC,"Decatur, IL",Personal,0,0,0,1,0,RAYTHEON AIRCRAFT COMPANY B36TC
2014-08-06,Substantial,airplane,PIPER,PA 32-260,1,Reciprocating,No,VMC,"Anderson, AK",,0,0,0,2,0,PIPER PA 32-260
2014-08-06,Substantial,airplane,PIPER,PA 34-220T,2,Reciprocating,No,VMC,"Gulf Shores, AL",Personal,0,2,0,2,4,PIPER PA 34-220T
2014-08-06,Substantial,airplane,PHANTOM AIRCRAFT CO,PHANTOM X 1,1,Reciprocating,No,VMC,"Three Rivers, MI",Personal,0,1,0,0,2,PHANTOM AIRCRAFT CO PHANTOM X 1
2014-08-08,Substantial,airplane,AERONCA,7AC,1,Reciprocating,No,VMC,"Apple Valley, CA",Personal,0,1,0,0,2,AERONCA 7AC
2014-08-08,Substantial,airplane,JABIRU USA SPORT AIRCRAFT LLC,J250 SP,1,Reciprocating,No,VMC,"BAKERSFIELD, CA",Personal,0,0,0,1,0,JABIRU USA SPORT AIRCRAFT LLC J250 SP
2014-08-08,Substantial,airplane,PIPER,PA 18,1,Reciprocating,No,VMC,"LYSITE, WY",Personal,0,1,0,0,2,PIPER PA 18
2014-08-08,Substantial,airplane,PIPER,PA 28-180,1,Reciprocating,No,VMC,"Sulphur, LA",Positioning,0,1,0,0,2,PIPER PA 28-180
2014-08-09,Destroyed,airplane,CESSNA,150,1,Reciprocating,No,IMC,"Senoia, GA",Personal,2,0,0,0,6,CESSNA 150
2014-08-09,Substantial,airplane,KITFOX,SERIES 5,1,Reciprocating,Yes,VMC,"Kamiah, ID",Personal,0,1,0,0,2,KITFOX SERIES 5
2014-08-09,Substantial,airplane,PIPER,PA 28R-201,1,Reciprocating,No,VMC,"Steamboat Springs, CO",Instructional,2,0,0,0,6,PIPER PA 28R-201
2014-08-09,Destroyed,airplane,BARGER STEVE M,RV-7A,1,Reciprocating,Yes,IMC,"Russell, IA",Personal,2,0,0,0,6,BARGER STEVE M RV-7A
2014-08-09,Substantial,airplane,AVIAT,PITTS S2B,1,Reciprocating,No,VMC,"Lakeville, NY",Personal,0,0,0,1,0,AVIAT PITTS S2B
2014-08-09,Substantial,airplane,BOMBARDIER,CL600 2D24 - 900,2,Turbo Fan,No,VMC,"San Antonio, TX",,0,0,0,80,0,BOMBARDIER CL600 2D24 - 900
2014-08-09,Substantial,airplane,DIAMOND AIRCRAFT IND INC,DA 20 C1,1,Reciprocating,No,VMC,"Stow, MA",Instructional,0,0,0,2,0,DIAMOND AIRCRAFT IND INC DA 20 C1
2014-08-10,Substantial,airplane,CESSNA,180A,1,Reciprocating,No,VMC,"Salmon, ID",Personal,0,0,0,4,0,CESSNA 180A
2014-08-10,Destroyed,airplane,PIPER,PA 32R-300,1,Reciprocating,No,VMC,"West Jordan, UT",Personal,0,0,3,0,3,PIPER PA 32R-300
2014-08-10,Substantial,airplane,RYAN,NAVION,1,Reciprocating,No,VMC,"Fresno, CA",Personal,0,0,0,3,0,RYAN NAVION
2014-08-10,Substantial,airplane,NELSON,RV 3M,1,Reciprocating,Yes,VMC,"North Plains, OR",Personal,0,0,0,1,0,NELSON RV 3M
2014-08-10,Substantial,airplane,PIPER,PA-24-250,1,Reciprocating,No,VMC,"Big Lake, AK",Personal,1,0,1,0,4,PIPER PA-24-250
2014-08-10,Substantial,airplane,BIRCHLER BOYD,EAGLE 540,1,Reciprocating,Yes,VMC,"Standish, ME",Personal,0,1,0,0,2,BIRCHLER BOYD EAGLE 540
2014-08-10,Substantial,airplane,JACKSON JEREMIAH D,VANS RV6A,1,Reciprocating,Yes,VMC,"West Palm Beach, FL",Personal,0,1,0,0,2,JACKSON JEREMIAH D VANS RV6A
2014-08-10,Substantial,airplane,AERONCA,S11AC,1,Reciprocating,No,VMC,"Boulder Junction, WI",Personal,0,0,1,0,1,AERONCA S11AC
2014-08-10,Substantial,airplane,DEHAVILLAND,DHC 8 102,2,Turbo Prop,No,VMC,"Harrisburg, PA",,0,0,0,20,0,DEHAVILLAND DHC 8 102
2014-08-10,Substantial,airplane,BEECH,95 B55 (T42A),2,Reciprocating,No,VMC,"Bremond, TX",Personal,0,0,0,1,0,BEECH 95 B55 (T42A)
2014-08-10,Substantial,airplane,PIPER,PA 28-161,1,Reciprocating,No,VMC,"Block Island, RI",Personal,0,0,0,3,0,PIPER PA 28-161
2014-08-11,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Talkeetna, AK",Instructional,0,1,0,1,2,PIPER PA 18-150
2014-08-11,Substantial,airplane,PIPER,PA 34-200T,2,Reciprocating,No,VMC,"Gainesville, FL",Personal,0,0,0,1,0,PIPER PA 34-200T
2014-08-12,Substantial,airplane,CHRISTEN INDUSTRIES INC,PITTS S,1,Reciprocating,No,VMC,"Sarasota, FL",Instructional,0,2,0,0,4,CHRISTEN INDUSTRIES INC PITTS S
2014-08-13,Substantial,airplane,AIR TRACTOR INC,AT 401B,1,Turbo Prop,No,VMC,"Cimarron, KS",Aerial Application,0,0,1,0,1,AIR TRACTOR INC AT 401B
2014-08-13,Substantial,airplane,MOONEY,M20F,1,Reciprocating,No,VMC,"Rimrock, AZ",Personal,0,1,1,0,3,MOONEY M20F
2014-08-13,Substantial,airplane,CESSNA,U206E,1,Reciprocating,No,VMC,"Braithwaite, LA",,0,3,0,1,6,CESSNA U206E
2014-08-13,Destroyed,airplane,CESSNA,560XL,2,Turbo Fan,No,IMC,"Santos, Brazil",Other Work Use,7,0,0,0,21,CESSNA 560XL
2014-08-13,Substantial,airplane,CESSNA,177,1,Reciprocating,No,VMC,"PINE BLUFFS, WY",Personal,0,0,0,2,0,CESSNA 177
2014-08-13,Substantial,airplane,PIPER,PA 28-236,1,Reciprocating,No,VMC,"Salmon, ID",Personal,0,1,0,1,2,PIPER PA 28-236
2014-08-13,Substantial,airplane,CESSNA,188 - UNDESIGNAT,1,Reciprocating,No,VMC,"Columbus, NM",Aerial Application,0,0,0,1,0,CESSNA 188 - UNDESIGNAT
2014-08-14,Substantial,airplane,CESSNA,150,1,Reciprocating,No,VMC,"Mount Pleasant, SC",Instructional,2,0,0,0,6,CESSNA 150
2014-08-14,Substantial,airplane,BOEING,737 7H4,2,Turbo Fan,No,VMC,"Salt Lake City, UT",,0,0,0,5,0,BOEING 737 7H4
2014-08-14,Substantial,airplane,CESSNA,182A,1,Reciprocating,No,VMC,"Gustavus, AK",Personal,0,0,0,3,0,CESSNA 182A
2014-08-14,Substantial,airplane,PIPER,PA-28-161,1,Reciprocating,No,VMC,"Buffalo, NY",Instructional,0,1,0,2,2,PIPER PA-28-161
2014-08-14,Substantial,airplane,CESSNA,T206H,1,Reciprocating,No,VMC,"Wiggins, MS",Business,0,3,0,0,6,CESSNA T206H
2014-08-14,Substantial,airplane,CESSNA,172F,1,Reciprocating,No,VMC,"Oxford, NC",Personal,0,0,0,1,0,CESSNA 172F
2014-08-15,Destroyed,airplane,CESSNA,414,2,Reciprocating,No,VMC,"Bowie, TX",Personal,2,0,0,0,6,CESSNA 414
2014-08-16,Substantial,airplane,EIPPER FORMANCE INC,MXII,1,Reciprocating,No,VMC,"Salt Lake City, UT",Personal,0,0,0,2,0,EIPPER FORMANCE INC MXII
2014-08-16,Substantial,airplane,PIPER,PA 32-300,1,Reciprocating,No,VMC,"Ardmore, OK",Personal,1,0,1,0,4,PIPER PA 32-300
2014-08-16,Substantial,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Augusta, KS",Personal,0,0,0,2,0,CESSNA 170B
2014-08-16,Substantial,airplane,BELLANCA,7GCBC,1,Reciprocating,No,VMC,"Itta Bena, MS",Instructional,0,0,2,0,2,BELLANCA 7GCBC
2014-08-16,Substantial,airplane,NORTH AMERICAN,SNJ-6,1,Reciprocating,No,VMC,"Readington, NJ",Personal,0,0,0,1,0,NORTH AMERICAN SNJ-6
2014-08-16,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"Santa Ynez, CA",Instructional,0,0,0,1,0,CESSNA 172S
2014-08-16,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Skwentna, AK",Personal,0,0,0,2,0,PIPER PA 18-150
2014-08-16,Substantial,airplane,BOEING,A75N1 (PT-17),1,Reciprocating,No,VMC,"Seattle, WA",Personal,0,0,0,1,0,BOEING A75N1 (PT-17)
2014-08-16,Substantial,airplane,CESSNA,188,1,Reciprocating,No,VMC,"Hearne, TX",Aerial Application,0,0,1,0,1,CESSNA 188
2014-08-17,Substantial,airplane,CLIFF,STARDUSTER II SA300,1,Reciprocating,Yes,VMC,"Placerville, CA",Personal,1,0,1,0,4,CLIFF STARDUSTER II SA300
2014-08-17,Destroyed,airplane,LANCAIR COMPANY,LC 40 550FG,1,Reciprocating,No,VMC,"Ranger, TX",Personal,3,0,0,0,9,LANCAIR COMPANY LC 40 550FG
2014-08-17,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"Natchitoches, LA",Personal,1,0,1,0,4,CESSNA 172N
2014-08-17,Substantial,airplane,CESSNA,R182,1,Reciprocating,No,VMC,"Farmingdale, NY",Personal,0,0,0,2,0,CESSNA R182
2014-08-18,Destroyed,airplane,CESSNA,340A,2,Reciprocating,No,VMC,"Freeport, Bahamas",Business,4,0,0,0,12,CESSNA 340A
2014-08-18,Substantial,airplane,TERRY W. THAYER,ZENITH STOL CH701,1,Reciprocating,Yes,VMC,"Nikiski, AK",Personal,0,0,0,1,0,TERRY W. THAYER ZENITH STOL CH701
2014-08-19,Substantial,airplane,BEECH,V35B,1,Reciprocating,No,IMC,"Novato, CA",Personal,1,0,0,0,3,BEECH V35B
2014-08-19,Substantial,airplane,AIR TRACTOR,AT-401,1,Reciprocating,No,VMC,"Wray, CO",Aerial Application,0,1,0,0,2,AIR TRACTOR AT-401
2014-08-19,Substantial,airplane,BECKER ELMER L,STOL CH 750,1,Reciprocating,Yes,VMC,"Grain Valley, MO",Personal,0,0,1,0,1,BECKER ELMER L STOL CH 750
2014-08-19,Substantial,airplane,ROCKWELL INTERNATIONAL,S 2R,1,Turbo Prop,No,VMC,"Kerkhoven, MN",Aerial Application,0,0,0,1,0,ROCKWELL INTERNATIONAL S 2R
2014-08-19,Substantial,airplane,FRANKE ROLAND,SKY RAIDER,1,Reciprocating,No,VMC,"Bethel, OH",Personal,0,0,1,0,1,FRANKE ROLAND SKY RAIDER
2014-08-20,Substantial,airplane,RAYTHEON AIRCRAFT COMPANY,G36,1,Reciprocating,No,VMC,"Milton, FL",Business,0,2,0,3,4,RAYTHEON AIRCRAFT COMPANY G36
2014-08-20,Substantial,airplane,AIR TRACTOR INC,AT-802A,1,Turbo Prop,No,VMC,"Parsons, TN",Aerial Application,1,0,0,0,3,AIR TRACTOR INC AT-802A
2014-08-20,Substantial,airplane,BEECH,A36,1,Reciprocating,No,VMC,"Grand Rapids, MI",Personal,0,0,0,1,0,BEECH A36
2014-08-20,Substantial,airplane,QUICKSILVER,2S,1,Reciprocating,Yes,VMC,"Frontenac, MN",Personal,0,0,0,1,0,QUICKSILVER 2S
2014-08-21,Substantial,airplane,CESSNA,150G,1,Reciprocating,No,VMC,"Pittstown, NJ",Personal,0,0,0,1,0,CESSNA 150G
2014-08-21,Substantial,airplane,THIBAULT MICHAEL L,RV4,1,Reciprocating,Yes,VMC,"Polk Township, PA",Personal,0,1,0,0,2,THIBAULT MICHAEL L RV4
2014-08-21,Substantial,airplane,HERDER MICHAEL,ZODIAC 601 HD,1,Reciprocating,Yes,VMC,"Fredericksburg, TX",Personal,0,0,1,0,1,HERDER MICHAEL ZODIAC 601 HD
2014-08-22,Substantial,airplane,RANS AIRCRAFT,S 6S,1,Reciprocating,No,VMC,"Rigby, ID",Instructional,0,2,0,0,4,RANS AIRCRAFT S 6S
2014-08-22,Substantial,airplane,PIPER,PA 28-161,1,Reciprocating,No,VMC,"New Orleans, LA",Personal,0,0,0,1,0,PIPER PA 28-161
2014-08-23,Destroyed,airplane,AMERICAN CHAMPION AIRCRAFT,7GCBC,1,Reciprocating,No,VMC,"Lago Vista, TX",Personal,1,0,0,0,3,AMERICAN CHAMPION AIRCRAFT 7GCBC
2014-08-23,Destroyed,airplane,BEECH,S35,1,Reciprocating,No,VMC,"Laurel Hill, FL",Personal,1,0,0,0,3,BEECH S35
2014-08-23,Substantial,airplane,PIPER,PA-28-180,1,Reciprocating,No,VMC,"Gaithersburg, MD",Personal,0,0,1,0,1,PIPER PA-28-180
2014-08-23,Substantial,airplane,CESSNA,177,1,Reciprocating,No,VMC,"Gordonville, TX",Personal,0,2,2,0,6,CESSNA 177
2014-08-23,Substantial,airplane,CESSNA,175,1,Reciprocating,No,VMC,"Talkeetna, AK",Personal,0,1,0,0,2,CESSNA 175
2014-08-23,Substantial,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"Taylorsville, KY",Personal,0,0,0,2,0,PIPER PA-28-140
2014-08-23,Substantial,airplane,MOONEY AIRCRAFT CORP.,M20K,1,Reciprocating,No,VMC,"Vero Beach, FL",Personal,0,0,0,1,0,MOONEY AIRCRAFT CORP. M20K
2014-08-23,Substantial,airplane,DEHAVILLAND,DHC 6 TWIN OTTER,2,Turbo Prop,No,VMC,"Pepperell, MA",Skydiving,0,0,0,10,0,DEHAVILLAND DHC 6 TWIN OTTER
2014-08-24,Substantial,airplane,RYAN,NAVION A,1,Reciprocating,No,VMC,"Coldfoot, AK",,0,0,4,0,4,RYAN NAVION A
2014-08-24,Destroyed,airplane,AIR TRACTOR INC,AT-401,1,Reciprocating,No,VMC,"Natchez, LA",Aerial Application,0,0,0,1,0,AIR TRACTOR INC AT-401
2014-08-24,Substantial,airplane,RANS,S17,1,Reciprocating,Yes,VMC,"Lowell, MI",Personal,1,0,0,0,3,RANS S17
2014-08-25,Substantial,airplane,PIPER,PA 32R-301T,1,Reciprocating,No,VMC,"Sedalia, MO",Personal,0,0,0,1,0,PIPER PA 32R-301T
2014-08-25,Substantial,airplane,CESSNA,140,1,Reciprocating,No,VMC,"Luray, VA",Personal,0,0,0,2,0,CESSNA 140
2014-08-25,Substantial,airplane,PIPER,PA 18A 150,1,Reciprocating,No,VMC,"Walla Walla, WA",Personal,0,0,0,2,0,PIPER PA 18A 150
2014-08-26,Destroyed,airplane,CESSNA,172R,1,Reciprocating,No,VMC,"Willoughby Hills, OH",Personal,4,0,0,0,12,CESSNA 172R
2014-08-26,Substantial,airplane,MAULE,MT 7-235,1,Reciprocating,No,VMC,"Edon, OH",Personal,0,1,0,0,2,MAULE MT 7-235
2014-08-26,Substantial,airplane,BEECH,A36,1,Reciprocating,No,VMC,"Houston, TX",Personal,0,4,0,0,8,BEECH A36
2014-08-27,Destroyed,airplane,THOMAS C SIKES,LOEHLE 5151 MUSTANG,1,Reciprocating,Yes,VMC,"Chehalis, WA",Personal,1,0,0,0,3,THOMAS C SIKES LOEHLE 5151 MUSTANG
2014-08-27,Substantial,airplane,CESSNA,A188B,1,Reciprocating,No,VMC,"Middleton, TN",Aerial Application,1,0,0,0,3,CESSNA A188B
2014-08-27,Substantial,airplane,CESSNA,310K,2,Reciprocating,No,VMC,"El Dorado, KS",Other Work Use,0,0,0,2,0,CESSNA 310K
2014-08-27,Substantial,airplane,AIR TRACTOR INC,AT 502B,1,Turbo Prop,No,VMC,"Colusa, IL",Aerial Application,0,0,0,1,0,AIR TRACTOR INC AT 502B
2014-08-27,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Beluga, AK",Personal,0,0,0,2,0,PIPER PA 18-150
2014-08-27,Destroyed,airplane,BERTAGNA JOHN,JUST HIGHLANDER,1,Reciprocating,Yes,VMC,"Birdsboro, PA",Personal,0,2,0,0,4,BERTAGNA JOHN JUST HIGHLANDER
2014-08-28,Destroyed,airplane,CESSNA,421C,2,Reciprocating,No,VMC,"Las Cruces, NM",,4,0,0,0,12,CESSNA 421C
2014-08-28,Substantial,airplane,NAVION,NAVION F,1,Reciprocating,No,VMC,"Colville, WA",Personal,0,0,0,1,0,NAVION NAVION F
2014-08-29,Substantial,airplane,CESSNA,150L,1,Reciprocating,No,VMC,"Creedmoor, NC",Personal,0,0,1,0,1,CESSNA 150L
2014-08-29,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Granby, CO",Personal,0,2,0,0,4,CIRRUS DESIGN CORP SR22
2014-08-30,Substantial,airplane,TRAVEL AIR,C 4000,1,Reciprocating,No,VMC,"Williams, CA",Personal,0,0,1,0,1,TRAVEL AIR C 4000
2014-08-30,Substantial,airplane,CIRRUS,SR22,1,Reciprocating,No,VMC,"Wallops Island, VA",Personal,1,0,0,0,3,CIRRUS SR22
2014-08-31,Destroyed,airplane,PIPER,PA 46 350P,1,Reciprocating,No,VMC,"Erie, CO",Personal,5,0,0,0,15,PIPER PA 46 350P
2014-08-31,Substantial,airplane,SCHAFER RICK W,FOXTROT 4,1,Reciprocating,Yes,VMC,"Abilene, TX",Personal,2,1,1,0,9,SCHAFER RICK W FOXTROT 4
2014-08-31,Substantial,airplane,PIPER,PA-25-260,1,Reciprocating,No,VMC,"St. Petersburg, FL",Banner Tow,1,0,0,0,3,PIPER PA-25-260
2014-09-01,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"North Hampton, NH",Personal,2,0,0,0,6,CESSNA 180
2014-09-01,Substantial,airplane,DEHAVILLAND,DHC 2,1,Reciprocating,No,VMC,"Anchorage, AK",Personal,0,1,0,3,2,DEHAVILLAND DHC 2
2014-09-01,Substantial,airplane,BORING ROBERT BURTON,RV6A,1,Reciprocating,Yes,VMC,"Las Cruces, NM",Personal,0,1,1,0,3,BORING ROBERT BURTON RV6A
2014-09-01,Substantial,airplane,OHLGREN BRENT E,RV-6A,1,Reciprocating,Yes,VMC,"Marshalltown, IA",Personal,0,0,0,1,0,OHLGREN BRENT E RV-6A
2014-09-01,Substantial,airplane,PIPER,PA 12,1,Reciprocating,No,VMC,"Talkeetna, AK",Personal,0,0,0,2,0,PIPER PA 12
2014-09-01,Destroyed,airplane,LORENZ STEPHEN,KITFOX   SERIES 5,1,Reciprocating,Yes,VMC,"Greene, NY",Personal,0,0,1,0,1,LORENZ STEPHEN KITFOX   SERIES 5
2014-09-01,Substantial,airplane,PIPER,PA 28-140,1,Reciprocating,No,VMC,"Plymouth, IN",Personal,0,1,0,0,2,PIPER PA 28-140
2014-09-01,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Santa Rosa, CA",Instructional,0,0,0,1,0,CESSNA 152
2014-09-02,Destroyed,airplane,CESSNA,177B,1,Reciprocating,No,VMC,"Neihart, MT",Personal,1,2,1,0,8,CESSNA 177B
2014-09-03,Substantial,airplane,FLIGHT DESIGN GMBH,CTLS LSA,1,Reciprocating,No,VMC,"Grass Valley, CA",Personal,0,0,0,1,0,FLIGHT DESIGN GMBH CTLS LSA
2014-09-03,Substantial,airplane,PIPER,PA-46-350P,1,Turbo Prop,No,VMC,"Cortez, CO",Instructional,0,2,0,0,4,PIPER PA-46-350P
2014-09-03,Substantial,airplane,KLAAS DEVELOPMENT INC,LANCAIR IV P,1,Reciprocating,Yes,VMC,"Ooltewah, TN",Business,1,0,0,0,3,KLAAS DEVELOPMENT INC LANCAIR IV P
2014-09-03,Substantial,airplane,ROSS ALFRED K/ONEILL TERRENCE,LANCAIR 235,1,Reciprocating,Yes,VMC,"Longmont, CO",Personal,0,0,0,2,0,ROSS ALFRED K/ONEILL TERRENCE LANCAIR 235
2014-09-03,Substantial,airplane,ACKLAND JEFFREY DEAN,SH 3R,1,Reciprocating,Yes,VMC,"Columbus, GA",Personal,0,0,0,2,0,ACKLAND JEFFREY DEAN SH 3R
2014-09-03,Substantial,airplane,DAVIS BENNY,CHRISTEN EAGLE II,1,Reciprocating,Yes,VMC,"Vinton, IA",Personal,0,0,0,1,0,DAVIS BENNY CHRISTEN EAGLE II
2014-09-04,Substantial,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Palmer, AK",Personal,0,0,0,1,0,CESSNA 170B
2014-09-04,Substantial,airplane,MCMURRAY DAVID C,SEAREY,1,Reciprocating,Yes,VMC,"Webb, NY",Personal,1,0,0,0,3,MCMURRAY DAVID C SEAREY
2014-09-04,Substantial,airplane,PIPER,PA 18-135,1,Reciprocating,No,VMC,"Homer, AK",Personal,0,0,0,1,0,PIPER PA 18-135
2014-09-04,Substantial,airplane,CAMPBELL,SUPER BEARHAWK,1,Reciprocating,Yes,VMC,"Sault Ste Marie, MI",Personal,0,0,0,1,0,CAMPBELL SUPER BEARHAWK
2014-09-05,Destroyed,airplane,SOCATA,TBM 700,1,Turbo Prop,No,VMC,"Caribbean Sea, UN",Personal,2,0,0,0,6,SOCATA TBM 700
2014-09-05,Substantial,airplane,PIPER,PA 18-135,1,Reciprocating,No,VMC,"Fairbanks, AK",Personal,0,0,0,2,0,PIPER PA 18-135
2014-09-05,Substantial,airplane,EALAND CHARLES,LIONHEART,1,Reciprocating,Yes,VMC,"Santa Maria, CA",Personal,0,3,0,0,6,EALAND CHARLES LIONHEART
2014-09-05,Substantial,airplane,GALLAGER JOHN C,GLASAIR,1,Reciprocating,Yes,VMC,"Highland Heights, OH",Personal,0,0,0,1,0,GALLAGER JOHN C GLASAIR
2014-09-06,Substantial,airplane,BELLANCA,8KCAB,1,Reciprocating,No,VMC,"Black Rock City, NV",Personal,0,1,0,1,2,BELLANCA 8KCAB
2014-09-06,Substantial,airplane,PIPER,PA 25-235,1,Reciprocating,No,VMC,"Warner Springs, CA",Glider Tow,0,0,1,0,1,PIPER PA 25-235
2014-09-06,Substantial,airplane,NAVION,NAVION,1,Reciprocating,No,VMC,"Rock Hill, SC",Personal,0,3,0,0,6,NAVION NAVION
2014-09-06,Substantial,airplane,PIPER,PA 24-250,1,Reciprocating,No,VMC,"Mesa, AZ",Personal,0,0,0,2,0,PIPER PA 24-250
2014-09-06,Destroyed,airplane,PIPER,PA-31-350,2,Reciprocating,No,VMC,"Araracuara, Colombia",,10,0,0,0,30,PIPER PA-31-350
2014-09-06,Substantial,airplane,CESSNA,U206B,1,Reciprocating,No,VMC,"Gustavus, AK",Personal,0,0,0,5,0,CESSNA U206B
2014-09-06,Substantial,airplane,PIPER,PA-18A-150,1,Reciprocating,No,VMC,"Gunthersville, AL",Personal,0,0,0,1,0,PIPER PA-18A-150
2014-09-07,Substantial,airplane,CISMOWSKI,TIERRA II,1,Reciprocating,Yes,VMC,"Montevideo, MN",Personal,2,0,0,0,6,CISMOWSKI TIERRA II
2014-09-07,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Langola Township, MN",Personal,0,0,0,4,0,CIRRUS DESIGN CORP SR22
2014-09-07,Substantial,airplane,CESSNA,185,1,Reciprocating,No,VMC,"Gakona, AK",,0,0,0,4,0,CESSNA 185
2014-09-07,Substantial,airplane,CHAMPION,7GCAA,1,Reciprocating,No,IMC,"Alpine, TX",Personal,0,0,0,1,0,CHAMPION 7GCAA
2014-09-08,Destroyed,airplane,BACKOVICH GEORGE C,G P 5,1,Reciprocating,Yes,VMC,"Reno, NV",Air Race show,1,0,0,0,3,BACKOVICH GEORGE C G P 5
2014-09-08,Substantial,airplane,PIPER,PA 28-140,1,Reciprocating,No,VMC,"Belen, NM",Instructional,0,1,0,0,2,PIPER PA 28-140
2014-09-08,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Selkirk, NY",Instructional,2,0,0,0,6,CESSNA 172
2014-09-08,Substantial,airplane,MAULE,M 5-235C,1,Reciprocating,No,VMC,"Talkeetna, AK",Personal,0,0,0,1,0,MAULE M 5-235C
