Event.Date,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Amateur.Built,Weather.Condition,Location,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk_Score,Make_Model
2014-09-09,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Watertown, CT",Personal,0,1,0,0,2,CESSNA 172M
2014-09-09,Substantial,airplane,AYRES CORPORATION,S2R T34,1,Turbo Prop,No,VMC,"Buckeye, AZ",Aerial Application,0,0,0,1,0,AYRES CORPORATION S2R T34
2014-09-09,Substantial,airplane,NOLIN,VANS RV-10,1,Reciprocating,Yes,VMC,"Houston, TX",Flight Test,0,0,0,2,0,NOLIN VANS RV-10
2014-09-10,Substantial,airplane,PIPER,J3C 65,1,Reciprocating,No,IMC,"Carrol County, VA",Personal,0,0,1,0,1,PIPER J3C 65
2014-09-10,Destroyed,airplane,SMITH,AEROSTAR 601P,1,Reciprocating,No,VMC,"Austin, TX",Personal,1,0,0,0,3,SMITH AEROSTAR 601P
2014-09-11,Substantial,airplane,FOUND ACFT CANADA INC,FBA 2C1,1,Reciprocating,No,VMC,"Cascade, ID",Personal,0,3,0,0,6,FOUND ACFT CANADA INC FBA 2C1
2014-09-11,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"Spruce Creek, FL",Instructional,0,2,0,0,4,CESSNA 172P
2014-09-11,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Oxford, WI",Personal,0,0,0,1,0,CESSNA 172M
2014-09-12,Substantial,airplane,DARNEY,GLASAIR III,1,Reciprocating,Yes,VMC,"Austin, TX",Personal,0,1,1,0,3,DARNEY GLASAIR III
2014-09-12,Substantial,airplane,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,1,Reciprocating,No,VMC,"Newark, IL",Instructional,0,0,2,0,2,EVEKTOR-AEROTECHNIK AS SPORTSTAR
2014-09-12,Substantial,airplane,MAULE,MT 7-260,1,Reciprocating,No,VMC,"Largo Vista, TX",Personal,0,0,0,1,0,MAULE MT 7-260
2014-09-13,Substantial,airplane,PIPER,PA 18-135,1,Reciprocating,No,VMC,"Susitna, AK",Personal,0,0,0,1,0,PIPER PA 18-135
2014-09-13,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Aniak, AK",Other Work Use,0,0,0,1,0,PIPER PA 18-150
2014-09-13,Substantial,airplane,CESSNA,180H,1,Reciprocating,No,VMC,"Nenana, AK",Personal,0,0,0,1,0,CESSNA 180H
2014-09-13,Substantial,airplane,CESSNA,T210N,1,Reciprocating,No,IMC,"Gaithersburg, MD",Public Aircraft - Federal,0,0,0,3,0,CESSNA T210N
2014-09-13,Substantial,airplane,LORENTZEN,LANCAIR LEGACY,1,Reciprocating,Yes,VMC,"Reno, NV",Air Race show,0,0,0,1,0,LORENTZEN LANCAIR LEGACY
2014-09-14,Substantial,airplane,BELLANCA,17-30A,1,Reciprocating,No,VMC,"Monroe, GA",Personal,0,0,2,0,2,BELLANCA 17-30A
2014-09-14,Destroyed,airplane,BEECH,BE-300-LW,2,Turbo Prop,No,IMC,"Buenos Aires, Argentina",Personal,2,0,0,0,6,BEECH BE-300-LW
2014-09-14,Substantial,airplane,STANLEY ARTHUR FREEMAN,ZODIAC 601XL,1,Reciprocating,Yes,VMC,"Fremont, NE",Personal,0,0,0,1,0,STANLEY ARTHUR FREEMAN ZODIAC 601XL
2014-09-14,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"Naples, FL",Instructional,0,0,0,1,0,CESSNA 172S
2014-09-15,Substantial,airplane,PIPER,PA 28-180,1,Reciprocating,No,VMC,"St. Petersburg, FL",Personal,0,2,2,0,6,PIPER PA 28-180
2014-09-15,Substantial,airplane,PIPER,PA 28,1,Reciprocating,No,VMC,"Lone Pine, CA",Personal,0,0,1,0,1,PIPER PA 28
2014-09-16,Substantial,airplane,HELIO,H 295,1,Reciprocating,No,VMC,"Prospect Creek, AK",Personal,0,1,0,0,2,HELIO H 295
2014-09-16,Substantial,airplane,CESSNA,175,1,Reciprocating,No,VMC,"Ambler, AK",Personal,0,0,0,1,0,CESSNA 175
2014-09-16,Substantial,airplane,BOEING,757 223,2,Turbo Fan,No,VMC,"Miami, FL",,0,0,0,172,0,BOEING 757 223
2014-09-16,Destroyed,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Longville, MN",Personal,0,0,2,0,2,CIRRUS DESIGN CORP SR22
2014-09-16,Substantial,airplane,PIPER,J3C-65,1,Reciprocating,No,VMC,"Fort Gaines, GA",Personal,2,0,0,0,6,PIPER J3C-65
2014-09-17,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Cantwell, AK",Instructional,0,0,0,2,0,PIPER PA 18-150
2014-09-17,Substantial,airplane,MAULE,M 7-235B,1,Reciprocating,No,VMC,"Le Touguet, France",Personal,0,0,0,2,0,MAULE M 7-235B
2014-09-18,Minor,airplane,AIRBUS,A320 232,2,Turbo Fan,No,VMC,"Long Beach, CA",,0,0,0,147,0,AIRBUS A320 232
2014-09-18,Destroyed,airplane,SACCIO THOMAS A,SEAWIND 3000,1,Reciprocating,Yes,VMC,"Bloomington, IN",Personal,2,0,0,0,6,SACCIO THOMAS A SEAWIND 3000
2014-09-19,Substantial,airplane,CESSNA,172R,1,Reciprocating,No,IMC,"Okmulgee, OK",Personal,1,0,0,0,3,CESSNA 172R
2014-09-19,Substantial,airplane,EMBRAER,EMB 505,2,Turbo Fan,No,IMC,"Conroe, TX",Positioning,0,0,0,2,0,EMBRAER EMB 505
2014-09-19,Destroyed,airplane,NORTH AMERICAN,T 28C,1,Reciprocating,No,VMC,"Alton, VA",Personal,2,0,0,0,6,NORTH AMERICAN T 28C
2014-09-19,Substantial,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Portland, OR",Personal,0,0,0,2,0,CESSNA 170B
2014-09-19,Substantial,airplane,CESSNA AIRCRAFT CO,162,1,Reciprocating,No,VMC,"Borrego Springs, CA",Personal,1,0,0,0,3,CESSNA AIRCRAFT CO 162
2014-09-19,Substantial,airplane,CESSNA,180B,1,Reciprocating,No,VMC,"Piscataquis County, ME",Personal,0,2,0,0,4,CESSNA 180B
2014-09-19,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Leesburg, FL",Instructional,0,0,0,2,0,CESSNA 172M
2014-09-19,Substantial,airplane,CUB CRAFTERS INC,CC11 100,1,Reciprocating,No,VMC,"Culpepper, VA",Instructional,0,0,0,2,0,CUB CRAFTERS INC CC11 100
2014-09-19,Substantial,airplane,HELIO,H 250,1,Reciprocating,No,VMC,"Arctic Village, AK",Personal,0,0,0,2,0,HELIO H 250
2014-09-19,Substantial,airplane,PIPER,PA 36-285,1,Reciprocating,No,VMC,"Woodburn, IN",Aerial Application,0,0,0,1,0,PIPER PA 36-285
2014-09-20,Substantial,airplane,MANWEILLER,ACRO SPORT II,1,Reciprocating,Yes,VMC,"Middletown, OH",Personal,2,0,0,0,6,MANWEILLER ACRO SPORT II
2014-09-20,Substantial,airplane,AMERICAN CHAMPION AIRCRAFT,7GCBC,1,Reciprocating,No,VMC,"Rimrock, WA",Personal,0,0,0,2,0,AMERICAN CHAMPION AIRCRAFT 7GCBC
2014-09-20,Substantial,airplane,BELLANCA,7GCBC,1,Reciprocating,No,VMC,"Meadow Creek, MT",Personal,0,1,0,0,2,BELLANCA 7GCBC
2014-09-20,Substantial,airplane,CESSNA,182A,1,Reciprocating,No,VMC,"Bethany Center, NY",Personal,0,0,0,1,0,CESSNA 182A
2014-09-20,Substantial,airplane,BARGER JERRY L,CHALLENGER II,1,Reciprocating,No,VMC,"Clarion, PA",Personal,0,0,1,0,1,BARGER JERRY L CHALLENGER II
2014-09-21,Substantial,airplane,PIPER,PA 28R-180,1,Reciprocating,No,VMC,"Saratoga, WY",Personal,2,0,0,0,6,PIPER PA 28R-180
2014-09-21,Substantial,airplane,GRUMMAN AMERICAN AVN. CORP.,AA-5A,1,Reciprocating,No,VMC,"Homosassa, FL",Personal,0,1,0,1,2,GRUMMAN AMERICAN AVN. CORP. AA-5A
2014-09-21,Substantial,airplane,CESSNA AIRCRAFT CO,E162,1,Reciprocating,No,VMC,"Bellingham, WA",Instructional,0,1,0,0,2,CESSNA AIRCRAFT CO E162
2014-09-21,Substantial,airplane,BEECH,E33A,1,Reciprocating,No,VMC,"Las Vegas, NV",Personal,0,0,0,2,0,BEECH E33A
2014-09-22,Substantial,airplane,CESSNA,TU206,1,Reciprocating,No,VMC,"Deadhorse, AK",,0,0,0,4,0,CESSNA TU206
2014-09-22,Substantial,airplane,MILLER GREGORY S,BUSHWACKER,1,Reciprocating,Yes,VMC,"Iliamna, AK",Personal,0,0,0,1,0,MILLER GREGORY S BUSHWACKER
2014-09-22,Substantial,airplane,CESSNA,150J,1,Reciprocating,No,VMC,"Brookfield, WI",Personal,0,1,0,1,2,CESSNA 150J
2014-09-24,Substantial,airplane,LUNDAK ROBERT,KITFOX IV,1,Reciprocating,Yes,VMC,"Sonoma, CA",Personal,0,0,2,0,2,LUNDAK ROBERT KITFOX IV
2014-09-24,Substantial,airplane,PIPER,PA25 - 260,1,Reciprocating,No,VMC,"Mokuleia, HI",Glider Tow,0,0,0,1,0,PIPER PA25 - 260
2014-09-24,Substantial,airplane,PIPER,PA 31T - II,2,Turbo Prop,No,VMC,"Oakland, CA",,0,0,0,4,0,PIPER PA 31T - II
2014-09-24,Substantial,airplane,PIPER,PA 12,1,Reciprocating,No,VMC,"Holy Cross, AK",,0,0,0,1,0,PIPER PA 12
2014-09-25,Substantial,airplane,WILLIAM M OPRENDEK,PITTS S1S,1,Reciprocating,Yes,VMC,"Sedona, AZ",Personal,0,0,0,1,0,WILLIAM M OPRENDEK PITTS S1S
2014-09-25,Substantial,airplane,CIRRUS,SR22 - NO SERIES,1,Reciprocating,No,VMC,"Elko, NV",Personal,0,0,0,1,0,CIRRUS SR22 - NO SERIES
2014-09-25,Substantial,airplane,BEECH,C90,2,Turbo Prop,No,VMC,"Oneida, TN",Personal,0,0,0,1,0,BEECH C90
2014-09-27,Destroyed,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Lancaster, NY",Personal,2,0,0,2,6,CESSNA 172M
2014-09-27,Substantial,airplane,TIFFT,KITFOX III,1,Reciprocating,Yes,VMC,"Lake Stevens, WA",Instructional,1,0,1,0,4,TIFFT KITFOX III
2014-09-27,Substantial,airplane,CESSNA,182G,1,Reciprocating,No,VMC,"Silver City, NM",Personal,0,1,0,0,2,CESSNA 182G
2014-09-27,Substantial,airplane,BEECH,D55,2,Reciprocating,No,VMC,"Hazleton, PA",Personal,0,0,0,4,0,BEECH D55
2014-09-28,Substantial,airplane,QUICKSILVER EIPPER ACFT INC,GT 400,1,Reciprocating,No,VMC,"Lebanon, CT",Personal,0,0,1,0,1,QUICKSILVER EIPPER ACFT INC GT 400
2014-09-28,Substantial,airplane,CESSNA,182G,1,Reciprocating,No,VMC,"Port Eads, LA",Personal,0,3,0,0,6,CESSNA 182G
2014-09-28,Substantial,airplane,PIPER,PA 24-250,1,Reciprocating,No,VMC,"Rancho Murieta, CA",Instructional,0,0,0,2,0,PIPER PA 24-250
2014-09-28,Substantial,airplane,BRITTEN-NORMAN,BN-2A,2,Reciprocating,No,VMC,"Ceiba, PR",,0,1,0,6,2,BRITTEN-NORMAN BN-2A
2014-09-28,Substantial,airplane,PIPER,J3,1,Reciprocating,No,VMC,"Ft. Yukon, AK",Personal,0,0,0,1,0,PIPER J3
2014-09-29,Substantial,airplane,CESSNA,T337G,2,Reciprocating,No,VMC,"Plano, IL",Personal,1,0,0,0,3,CESSNA T337G
2014-09-29,Substantial,airplane,PREISS VANS,RV-9A,1,Reciprocating,Yes,VMC,"Hobart, OK",Personal,0,0,1,1,1,PREISS VANS RV-9A
2014-09-29,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"Kodiak, AK",Personal,0,0,0,3,0,CESSNA 180
2014-09-30,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"Thermal, CA",Instructional,0,0,0,1,0,CESSNA 172N
2014-09-30,Substantial,airplane,BELLANCA,8GCBC,1,Reciprocating,No,VMC,"Port Alsworth, AK",Personal,0,0,0,2,0,BELLANCA 8GCBC
2014-10-01,Substantial,airplane,PIPER,PA 25-235,1,Reciprocating,No,VMC,"Yankton, SD",Aerial Application,0,0,0,1,0,PIPER PA 25-235
2014-10-02,Substantial,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"Toccoa, GA",Instructional,0,1,0,1,2,PIPER PA-28-140
2014-10-02,Minor,airplane,FUNK RALPH,VELOCITY XLRG,1,Reciprocating,Yes,VMC,"Atlanta, GA",Personal,0,0,0,1,0,FUNK RALPH VELOCITY XLRG
2014-10-02,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"Marion, MT",Personal,0,0,0,2,0,CESSNA 180
2014-10-03,Destroyed,airplane,GASTON THOMAS D,THUNDER MUSTANG,1,Reciprocating,Yes,VMC,"Council, ID",Personal,1,0,0,0,3,GASTON THOMAS D THUNDER MUSTANG
2014-10-03,Substantial,airplane,MILLER RAYMOND A,SONEX WAIEX,1,Reciprocating,Yes,VMC,"Palm Coast, FL",Personal,1,0,0,0,3,MILLER RAYMOND A SONEX WAIEX
2014-10-04,Substantial,airplane,AERONCA,7AC,1,Reciprocating,No,VMC,"Maryville, TN",Instructional,0,2,0,0,4,AERONCA 7AC
2014-10-04,Substantial,airplane,ROCKWELL INTERNATIONAL,690B,2,Turbo Prop,No,VMC,"Grass Valley, CA",Public Aircraft - Federal,0,0,0,3,0,ROCKWELL INTERNATIONAL 690B
2014-10-04,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Arlington, TX",Personal,0,0,0,2,0,CESSNA 152
2014-10-05,Substantial,airplane,SOCATA,TBM 700,1,Turbo Prop,No,VMC,"Fayetteville, GA",Personal,0,1,1,0,3,SOCATA TBM 700
2014-10-05,Substantial,airplane,CORBEN BABY ACE,D,1,Reciprocating,Yes,VMC,"Lincoln, CA",Personal,0,0,0,1,0,CORBEN BABY ACE D
2014-10-05,Substantial,airplane,EMBRAER,EMB 145LR,2,Turbo Fan,No,VMC,"Jamaica, NY",,0,0,0,228,0,EMBRAER EMB 145LR
2014-10-05,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"Sedona, AZ",Instructional,0,1,0,0,2,CESSNA 172S
2014-10-06,Substantial,airplane,TOERNER BOB,SEA REY,1,Reciprocating,Yes,VMC,"Tampa, FL",Personal,0,0,0,2,0,TOERNER BOB SEA REY
2014-10-07,Destroyed,airplane,MARSH AVIATION,S 2F3AT,2,Turbo Prop,No,VMC,"El Portal, CA",Public Aircraft - Federal,1,0,0,0,3,MARSH AVIATION S 2F3AT
2014-10-07,Substantial,airplane,PIPER,PA 31-350,2,Reciprocating,No,VMC,"Glenham, SD",Positioning,0,1,0,1,2,PIPER PA 31-350
2014-10-08,Substantial,airplane,CESSNA,T182T,1,Reciprocating,No,VMC,"Van Nuys, CA",Personal,0,0,0,1,0,CESSNA T182T
2014-10-08,Substantial,airplane,MAULE,MX 7-235,1,Reciprocating,No,VMC,"Big Creek, ID",Personal,0,0,0,1,0,MAULE MX 7-235
2014-10-09,Substantial,airplane,CESSNA,180J,1,Reciprocating,No,VMC,"Gustavus, AK",Personal,0,0,0,2,0,CESSNA 180J
2014-10-09,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Cordova, AK",Business,0,0,0,2,0,PIPER PA 18-150
2014-10-09,Substantial,airplane,KOVARS GARY D,ZENITH ZODIAK 601XL,1,Reciprocating,Yes,VMC,"Richland Center, WI",Personal,0,0,0,2,0,KOVARS GARY D ZENITH ZODIAK 601XL
2014-10-10,Substantial,airplane,PIPER,PA 28-180,1,Reciprocating,No,VMC,"Bend, OR",Personal,0,2,0,0,4,PIPER PA 28-180
2014-10-10,Substantial,airplane,CHAMPION,7FC,1,Reciprocating,No,VMC,"Reidsville, NC",Personal,0,0,0,1,0,CHAMPION 7FC
2014-10-10,Substantial,airplane,PIPER,PA-28-181,1,Reciprocating,No,VMC,"Ann Arbor, MI",Personal,0,0,0,1,0,PIPER PA-28-181
2014-10-11,Substantial,airplane,AMERICAN LEGEND AIRCRAFT CO,AL3,1,Reciprocating,No,VMC,"Mulino, OR",Personal,0,0,0,2,0,AMERICAN LEGEND AIRCRAFT CO AL3
2014-10-11,Substantial,airplane,BEECH,35-B33,1,Reciprocating,No,VMC,"Effingham, IL",Personal,0,0,0,2,0,BEECH 35-B33
2014-10-11,Substantial,airplane,CESSNA,180B,1,Reciprocating,No,VMC,"Coloma, MI",Personal,0,0,0,1,0,CESSNA 180B
2014-10-12,Substantial,airplane,FOXAIR LLC,KITFOX LIGHT SPORT,1,Reciprocating,No,VMC,"Nampa, ID",Instructional,0,2,0,0,4,FOXAIR LLC KITFOX LIGHT SPORT
2014-10-12,Destroyed,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Yerington, NV",Personal,2,0,0,0,6,CESSNA 170B
2014-10-12,Substantial,airplane,CESSNA,180K,1,Reciprocating,No,VMC,"Boca Raton, FL",Personal,0,1,0,1,2,CESSNA 180K
2014-10-12,Substantial,airplane,PIPER,PA-28-151,1,Reciprocating,No,VMC,"Granville, MA",Personal,0,0,0,1,0,PIPER PA-28-151
2014-10-13,Destroyed,airplane,RAYTHEON AIRCRAFT COMPANY,58,2,Reciprocating,No,IMC,"Palos Hills, IL",Personal,3,0,0,0,9,RAYTHEON AIRCRAFT COMPANY 58
2014-10-14,Destroyed,airplane,PIPER,PA46,1,Reciprocating,No,IMC,"Dubuque, IA",Personal,1,0,0,0,3,PIPER PA46
2014-10-14,Substantial,airplane,BEECH,H35,1,Reciprocating,No,VMC,"Bountiful, UT",Personal,0,0,0,1,0,BEECH H35
2014-10-15,Substantial,airplane,CESSNA,182B,1,Reciprocating,No,VMC,"Orange, TX",Personal,0,0,0,3,0,CESSNA 182B
2014-10-15,Minor,airplane,RAYTHEON AIRCRAFT COMPANY,HAWKER,2,Turbo Fan,No,VMC,"Denver, CO",Business,0,0,0,3,0,RAYTHEON AIRCRAFT COMPANY HAWKER
2014-10-15,Substantial,airplane,CESSNA,P210N,1,Reciprocating,No,VMC,"West Memphis, AR",Personal,0,0,0,1,0,CESSNA P210N
2014-10-16,Substantial,airplane,PIPER,PA32 301FT,1,Reciprocating,No,VMC,"Winona, MS",Personal,0,0,0,1,0,PIPER PA32 301FT
2014-10-16,Destroyed,airplane,ROCKWELL INTERNATIONAL,112,1,Reciprocating,No,VMC,"Gainesville, GA",Instructional,2,0,0,0,6,ROCKWELL INTERNATIONAL 112
2014-10-16,Substantial,airplane,AERONCA,7EC,1,Reciprocating,No,VMC,"Cordele, GA",Personal,1,0,1,0,4,AERONCA 7EC
2014-10-16,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"Big Bear, CA",Personal,0,0,3,0,3,CESSNA 172S
2014-10-16,Substantial,airplane,HUGHES AERO CORP,PREDATOR,1,Reciprocating,No,VMC,"Branson, MO",Personal,0,1,1,0,3,HUGHES AERO CORP PREDATOR
2014-10-17,Substantial,airplane,BOEING,737 330,2,Turbo Fan,No,VMC,"Lanai, HI",,0,0,0,3,0,BOEING 737 330
2014-10-18,Substantial,airplane,PIPER,PA-24-260,1,Reciprocating,No,VMC,"Everglades City, FL",Personal,0,0,0,1,0,PIPER PA-24-260
2014-10-18,Substantial,airplane,PIPER,PA28 151,1,Reciprocating,No,VMC,"Bullhead City, AZ",Personal,0,2,0,0,4,PIPER PA28 151
2014-10-18,Destroyed,airplane,VIGUIE G/VIGUIE M,LANCAIR LEGACY,1,Reciprocating,Yes,VMC,"Livingston, TX",Personal,0,0,1,0,1,VIGUIE G/VIGUIE M LANCAIR LEGACY
2014-10-18,Substantial,airplane,BAE SYSTEMS,HAWK MK 67,1,Turbo Fan,No,VMC,"Oklahoma City, OK",Public Aircraft - Federal,0,0,0,1,0,BAE SYSTEMS HAWK MK 67
2014-10-19,Substantial,airplane,CUB CRAFTERS INC,CC18-180,1,Reciprocating,No,VMC,"Anchorage, AK",Public Aircraft - Federal,0,0,0,2,0,CUB CRAFTERS INC CC18-180
2014-10-19,Substantial,airplane,CESSNA,172K,1,Reciprocating,No,VMC,"Xenia, OH",Personal,0,0,1,0,1,CESSNA 172K
2014-10-20,Substantial,airplane,SONEX,SONEX TRIGEAR,1,Reciprocating,No,VMC,"Fawnskin, CA",Personal,1,0,0,0,3,SONEX SONEX TRIGEAR
2014-10-20,Substantial,airplane,INDUS AVIATION INC.,T-211 THORPEDO,1,Reciprocating,No,VMC,"Mountain Home, ID",Personal,0,0,0,1,0,INDUS AVIATION INC. T-211 THORPEDO
2014-10-20,Substantial,airplane,CGS AVIATION LLC,HAWK ARROW II SLSA,1,Reciprocating,No,VMC,"Lonoke, AR",Personal,1,1,0,0,5,CGS AVIATION LLC HAWK ARROW II SLSA
2014-10-20,Substantial,airplane,PIPER,PA-25-235,1,Reciprocating,No,VMC,"Warren, VT",Glider Tow,0,0,0,2,0,PIPER PA-25-235
2014-10-21,Substantial,airplane,BEECH,D95,2,Reciprocating,No,VMC,"Bahama, NC",Instructional,1,0,1,0,4,BEECH D95
2014-10-21,Substantial,airplane,TUBERVILLE,ZODIAC XL,1,Reciprocating,Yes,VMC,"Mountain Home, AR",Personal,0,1,1,0,3,TUBERVILLE ZODIAC XL
2014-10-22,Minor,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Lexington, NC",Personal,0,0,0,1,0,CIRRUS DESIGN CORP SR22
2014-10-23,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Frederick, MD",Personal,3,1,0,1,11,CIRRUS DESIGN CORP SR22
2014-10-23,Substantial,airplane,CESSNA,172 - R,1,Reciprocating,No,VMC,"Lake Havasu, AZ",Personal,0,0,0,1,0,CESSNA 172 - R
2014-10-23,Substantial,airplane,CESSNA,A188B,1,Reciprocating,No,VMC,"Louisburg, NC",Positioning,0,0,0,1,0,CESSNA A188B
2014-10-23,Substantial,airplane,NORTH AMERICAN,T 6G,1,Reciprocating,No,VMC,"Naples, FL",Personal,0,0,0,1,0,NORTH AMERICAN T 6G
2014-10-23,Substantial,airplane,ROCKWELL,690B,2,Turbo Prop,No,VMC,"Mesa, AZ",,0,0,0,4,0,ROCKWELL 690B
2014-10-23,Substantial,airplane,CESSNA,172 - S,1,Reciprocating,No,VMC,"Hawthorne, CA",Instructional,0,0,0,1,0,CESSNA 172 - S
2014-10-23,Substantial,airplane,FLIGHT DESIGN GMBH,CTLSI,1,Reciprocating,No,VMC,"White Bear Lake, MN",Personal,0,1,0,0,2,FLIGHT DESIGN GMBH CTLSI
2014-10-23,Minor,airplane,NORTH AMERICAN,P51 - D,1,Reciprocating,No,VMC,"Mesa, AZ",Personal,0,0,0,1,0,NORTH AMERICAN P51 - D
2014-10-24,Substantial,airplane,WINSTON W WALKER,THUNDER MUSTANG,1,Reciprocating,Yes,VMC,"Globe, AZ",Personal,0,0,1,0,1,WINSTON W WALKER THUNDER MUSTANG
2014-10-24,Substantial,airplane,SLINGSBY,T67M 260,1,Reciprocating,No,VMC,"Ridgecrest, CA",Instructional,2,0,0,0,6,SLINGSBY T67M 260
2014-10-24,Substantial,airplane,STEPHENSON,STOL CH 701,1,Reciprocating,Yes,VMC,"Mount Vernon, IN",Personal,1,0,0,0,3,STEPHENSON STOL CH 701
2014-10-24,Destroyed,airplane,CESSNA,T210M,1,Reciprocating,No,IMC,"Bay City, WI",Personal,1,0,0,0,3,CESSNA T210M
2014-10-24,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Apopka, FL",Instructional,0,0,0,2,0,CESSNA 172M
2014-10-24,Substantial,airplane,SIAI MARCHETTI,S211,1,Turbo Fan,No,VMC,"Borrego Valley, CA",Instructional,0,0,0,2,0,SIAI MARCHETTI S211
2014-10-24,Substantial,airplane,CESSNA,210,1,Reciprocating,No,VMC,"Kalamazoo, MI",Personal,0,0,0,1,0,CESSNA 210
2014-10-25,Substantial,airplane,PIPER,PA 22-150,1,Reciprocating,No,VMC,"Tompkins, NY",Personal,0,1,0,0,2,PIPER PA 22-150
2014-10-25,Substantial,airplane,DOUBLEDAY DONALD,THORP TS-18CW,1,Reciprocating,Yes,VMC,"Reklaw, TX",Personal,0,0,0,1,0,DOUBLEDAY DONALD THORP TS-18CW
2014-10-25,Substantial,airplane,STOL,UC 1,2,Reciprocating,No,VMC,"Jacksonville, TX",Personal,0,2,0,2,4,STOL UC 1
2014-10-25,Substantial,airplane,BEECH,V35B,1,Reciprocating,No,VMC,"Vicksburg, MS",Personal,0,0,0,2,0,BEECH V35B
2014-10-26,Substantial,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"Valley Point, WV",Personal,0,0,2,0,2,PIPER PA-28-140
2014-10-26,Substantial,airplane,CESSNA,TU206G,1,Reciprocating,No,VMC,"Monument, OR",Personal,0,0,0,1,0,CESSNA TU206G
2014-10-26,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"Santa Monica, CA",Instructional,0,0,0,3,0,CESSNA 172S
2014-10-26,Substantial,airplane,EXTRA FLUGZEUGPRODUKTIONS-UND,EA 300/L,1,Reciprocating,No,VMC,"Las Vegas, NV",Instructional,0,0,0,2,0,EXTRA FLUGZEUGPRODUKTIONS-UND EA 300/L
2014-10-26,Substantial,airplane,PIPER,PA-23-250,2,Reciprocating,No,VMC,"Quincy, IL",Personal,0,0,0,4,0,PIPER PA-23-250
2014-10-27,Substantial,airplane,MOONEY,M20,1,Reciprocating,No,VMC,"Boulder, CO",Personal,1,0,0,0,3,MOONEY M20
2014-10-27,Substantial,airplane,AIR TRACTOR INC,AT 301,1,Reciprocating,No,VMC,"Basin City, WA",Aerial Application,0,0,0,1,0,AIR TRACTOR INC AT 301
2014-10-27,Substantial,airplane,CESSNA,510,2,Turbo Fan,No,VMC,"Faribault, MN",Personal,0,0,0,5,0,CESSNA 510
2014-10-28,Substantial,airplane,HENRY STEVEN J,JUST ACFT SUPERSTOL,1,Reciprocating,Yes,VMC,"Murphy, ID",Personal,0,0,0,2,0,HENRY STEVEN J JUST ACFT SUPERSTOL
2014-10-28,Destroyed,airplane,"LANGSTON, FREDERICK L",RV 4,1,Reciprocating,Yes,VMC,"Boerne, TX",Personal,1,0,0,0,3,"LANGSTON, FREDERICK L RV 4"
2014-10-28,Substantial,airplane,AVIAT AIRCRAFT INC,S 2C,1,Reciprocating,No,VMC,"Rutland, VT",Personal,0,0,0,1,0,AVIAT AIRCRAFT INC S 2C
2014-10-29,Substantial,airplane,CURTISS WRIGHT,P 40B,1,Reciprocating,No,VMC,"New Smyrna Beach, FL",Flight Test,0,0,0,1,0,CURTISS WRIGHT P 40B
2014-10-30,Destroyed,airplane,HAWKER AIRCRAFT LTD,HAWKER HUNTER MK.58,1,Turbo Jet,No,VMC,"Oxnard, CA",Public Aircraft - Federal,1,0,0,0,3,HAWKER AIRCRAFT LTD HAWKER HUNTER MK.58
2014-10-30,Destroyed,airplane,RAYTHEON AIRCRAFT COMPANY,B200,1,Turbo Prop,No,VMC,"Wichita, KS",Ferry,1,0,0,0,3,RAYTHEON AIRCRAFT COMPANY B200
2014-10-30,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"Miami, FL",Instructional,0,0,0,1,0,CESSNA 172P
2014-10-30,Substantial,airplane,CESSNA,162,1,Reciprocating,No,VMC,"Hinckley, IL",Instructional,0,0,0,1,0,CESSNA 162
